module	trait	nObs	bicor	Z	t	p
yellow	ever_have_trouble_being_ab_mth3	41	0.169486234877021	1.06875432056249	1.07397892907432	0.289432301384244
yellow	follow_a_special_diet_eat_mth3	41	0.163758537984603	1.03196332369336	1.03666626827682	0.306276612783253
yellow	how_willing_are_you_to_mak_mth3	41	-0.0995773060764696	-0.623927772855195	0.624966266499571	0.535632935541016
yellow	do_you_prepare_your_own_fo_mth6	42	0.157523538658987	1.00463157538198	1.0088617385715	0.319105065932759
yellow	ever_have_trouble_being_ab_mth6	42	0.159288078840525	1.01607874768001	1.02045529179069	0.313645060785169
yellow	follow_a_special_diet_eat_mth6	42	0.244971988783285	1.58149762263359	1.59803063815836	0.117906831852548
yellow	how_willing_are_you_to_mak_mth6	42	-0.132480894364415	-0.842836968074404	0.845333890891869	0.402952766177338
yellow	Percent_CpG_Methylated	43	0.0626043524867138	0.401388383793901	0.401651316506322	0.690026678906405
yellow	Percent_Duplicated_Reads	43	-0.0277244648488297	-0.177568697992789	0.177591458441683	0.859918333392349
yellow	Deduplicated_Reads	43	0.129709807014452	0.835253490828287	0.837624260032941	0.407098171111598
yellow	Duplicate_Reads_Removed	43	0.0458179472499589	0.293583562131874	0.293686436160824	0.770479105990039
yellow	Aligned_Uniquely	43	0.114857185150403	0.738704706646354	0.740344414573472	0.463309824149001
yellow	Aligned_Ambiguously	43	0.135642949202647	0.873924994251114	0.876640757239049	0.385789458970477
yellow	Aligned_Reads_Total	43	0.116808756760912	0.751370810998049	0.753096358234995	0.455694811729009
yellow	Mapping_Efficiency	43	-0.229684612061971	-1.49741214901219	1.51109814555911	0.138433196412305
yellow	Percent_Aligned_Total	43	-0.193517652155665	-1.25494263955391	1.2629921706418	0.213727650277571
yellow	Total_Reads	43	0.132869153980693	0.855838014226855	0.85838852717985	0.39566856945587
lightskyblue4	group	43	-0.0599403553100418	-0.384266186737108	0.384496882495524	0.702597380167806
lightskyblue4	age	43	-0.0816897502172831	-0.524237819262182	0.5248236814807	0.602532253108072
lightskyblue4	gest_age	43	-0.203167787296552	-1.31926465202932	1.3286183301296	0.191321692878029
lightskyblue4	gest_age_at_birth	43	0.0321298504582416	0.205802262150774	0.205837697584879	0.837936369440855
